doc_id,filing_datetime,doc_type_name,filer_name,filer_name_en,ticker,fiscal_year_end,accounting_standard,net_sales,operating_income,net_income,assets,liabilities,equity,operating_cash_flow,investing_cash_flow,financing_cash_flow,roe,equity_ratio
S100XHL0,2026-01-27 15:31:00,Securities Report,ＢＲＡＮＵ株式会社,,460A.T,2025-10-31,Japan GAAP,2122790000.0,331550000.0,241942000,,,,246530000.0,-138148000.0,-38878000.0,0.826,0.340
S100XHKO,2026-01-27 15:41:00,Securities Report,株式会社ラバブルマーケティンググループ,,9254.T,2025-10-31,Japan GAAP,2630574000.0,160351000.0,133175000,,,,-1891000.0,-112324000.0,-6134000.0,0.391,0.219
S100XHNU,2026-01-27 15:42:00,Securities Report,株式会社プロレド・パートナーズ,,7034.T,2025-10-31,Japan GAAP,12302688000.0,4945304000.0,205842000,,,,5410650000.0,-468080000.0,-4618048000.0,0.031,0.471
S100XHJG,2026-01-27 16:08:00,Securities Report,トルク株式会社,,8077.T,2025-10-31,Japan GAAP,22538290000.0,1009912000.0,904875000,,,,2061422000.0,-191029000.0,-781719000.0,0.066,0.420
S100XHP5,2026-01-27 17:09:00,Securities Report,くら寿司株式会社,,2695.T,2025-10-31,Japan GAAP,245109000000.0,5460000000.0,3606000000,,,,14869000000.0,-18550000000.0,4946000000.0,0.061,0.400
S100XGPP,2026-01-28 09:00:00,Securities Report,アセットマネジメントＯｎｅ株式会社,,,2025-10-28,Japan GAAP,,138351739.0,138351739,,,,,,,,
S100XGZU,2026-01-28 09:00:00,Securities Report,フィデリティ投信株式会社,Fidelity Investment Trust (Japan) Limited,,2025-10-31,Japan GAAP,,555803558.0,555803558,,,,,,,,
S100X2A8,2026-01-28 09:00:00,Securities Report,アモーヴァ・アセットマネジメント株式会社,,,2025-10-28,Japan GAAP,,-941090.0,-941090,,,,,,,,
S100XAKN,2026-01-28 09:01:00,Securities Report,野村アセットマネジメント株式会社,Nomura Asset Management Co.,376A.T,2025-11-07,Japan GAAP,,14202034.0,14202034,,,,,,,,
S100XH09,2026-01-28 09:01:00,Securities Report,フィデリティ投信株式会社,Fidelity Investment Trust (Japan) Limited,,2025-10-31,Japan GAAP,,1371723982.0,1371723982,,,,,,,,
S100XH0B,2026-01-28 09:05:00,Securities Report,フィデリティ投信株式会社,Fidelity Investment Trust (Japan) Limited,,2025-10-31,Japan GAAP,,353689199.0,353689199,,,,,,,,
S100XHGC,2026-01-28 09:20:00,Securities Report,株式会社システム ディ,,3804.T,2025-10-31,Japan GAAP,5032292000.0,938154000.0,627894000,,,,1077824000.0,-740995000.0,-261671000.0,0.1320,0.6803
S100XHFP,2026-01-28 09:37:00,Securities Report,株式会社オービス,,7827.T,2025-10-31,Japan GAAP,12639125000.0,658946000.0,421970000,,,,678059000.0,-72524000.0,-351446000.0,0.076,0.454
S100XHSU,2026-01-28 10:23:00,Securities Report,萩原工業株式会社,,7856.T,2025-10-31,Japan GAAP,31936485000.0,1467897000.0,1794441000,,,,4486855000.0,-2773961000.0,-1684702000.0,0.060,0.723
S100XHQ6,2026-01-28 10:58:00,Securities Report,巴工業株式会社,,6309.T,2025-10-31,Japan GAAP,59365470000.0,5352550000.0,3851323000,,,,2376391000.0,-2474348000.0,-1546790000.0,0.094,0.758
S100XHUJ,2026-01-28 12:24:00,Securities Report,株式会社神戸物産,,3038.T,2025-10-31,Japan GAAP,551701000000.0,39878000000.0,31878000000,,,,42113000000.0,-8918000000.0,-11100000000.0,0.222,0.605
S100XHU7,2026-01-28 13:04:00,Securities Report,正栄食品工業株式会社,,8079.T,2025-10-31,Japan GAAP,124897835000.0,4942908000.0,3035838000,,,,-610251000.0,-1856795000.0,2617885000.0,0.056,0.567
S100XHVC,2026-01-28 13:15:00,Securities Report,株式会社ビーアンドピー,,7804.T,2025-10-31,Japan GAAP,4495008000.0,701655000.0,491324000,,,,743009000.0,-265822000.0,-114572000.0,0.1289,0.8115
S100XHR6,2026-01-28 13:17:00,Securities Report,GLOE株式会社,,9565.T,2025-10-31,Japan GAAP,2843521000.0,18655000.0,3829000,,,,125027000.0,-186806000.0,189353000.0,0.008,0.297
S100XHVV,2026-01-28 13:19:00,Securities Report,泉州電業株式会社,,9824.T,2025-10-31,Japan GAAP,135591000000.0,8952000000.0,6717000000,,,,9436000000.0,-3859000000.0,-3755000000.0,0.118,0.527
S100XGYG,2026-01-28 13:30:00,Securities Report,株式会社ナレルグループ,,9163.T,2025-10-31,IFRS,24158934000.0,2827490000.0,2086906000,,,,2298494000.0,-197639000.0,-1923208000.0,0.104,0.744
S100XHDT,2026-01-28 13:53:00,Securities Report,ジャパンＭ＆Ａソリューション株式会社,,9236.T,2025-10-31,Japan GAAP,654208000.0,-56652000.0,-85055000,,,,7837000.0,-6348000.0,-47221000.0,-0.134,0.849
S100XHRP,2026-01-28 15:24:00,Securities Report,ギグワークス株式会社,,2375.T,2025-10-31,Japan GAAP,22261869000.0,15017000.0,272075000,,,,363963000.0,837908000.0,-437553000.0,0.106,0.346
S100XHS4,2026-01-28 15:25:00,Securities Report,株式会社グッドコムアセット,,3475.T,2025-10-31,Japan GAAP,54581745000.0,2935408000.0,1521328000,,,,-1102760000.0,-2553912000.0,1531535000.0,0.108,0.307
S100XHYE,2026-01-28 15:31:00,Securities Report,スターツプロシード投資法人,STARTS Proceed Investment Corporation,8979.T,2025-10-31,Japan GAAP,,1577705000.0,1207552000,,,,,,,,
S100XHNC,2026-01-28 15:36:00,Securities Report,積水ハウス・リート投資法人,,3309.T,2025-10-31,Japan GAAP,,10807139000.0,9516672000,,,,,,,,
S100XHWF,2026-01-28 15:37:00,Securities Report,セルソース株式会社,,4880.T,2025-10-31,Japan GAAP,3711455000.0,166708000.0,10659000,,,,333095000.0,-3292000.0,61071000.0,0.002,0.840
S100XHYH,2026-01-28 15:41:00,Securities Report,いちごオフィスリート投資法人,Ichigo Office REIT Investment Corporation,8975.T,2025-10-31,Japan GAAP,,5070627000.0,4171772000,,,,,,,,
S100XHNB,2026-01-28 15:59:00,Securities Report,株式会社ＣＩＮＣ,,4378.T,2025-10-31,Japan GAAP,1824903000.0,-112744000.0,-152586000,,,,-141195000.0,-40177000.0,-323282000.0,-0.145,0.765
S100XHMO,2026-01-28 16:00:00,Securities Report,パーク二四株式会社,,4666.T,2025-10-31,Japan GAAP,406168000000.0,37561000000.0,15917000000,,,,62880000000.0,-46064000000.0,14826000000.0,0.181,0.277
S100XHQ8,2026-01-28 16:03:00,Securities Report,マーチャント・バンカーズ株式会社,,3121.T,2025-10-31,Japan GAAP,3383239000.0,285230000.0,-85849000,,,,2357306000.0,-1302801000.0,-775866000.0,,0.301
S100XHX5,2026-01-28 16:08:00,Securities Report,ベルグアース株式会社,,1383.T,2025-10-31,Japan GAAP,7303461000.0,-32624000.0,48327000,,,,329887000.0,-573568000.0,196533000.0,0.023,0.349
S100XHR9,2026-01-28 16:15:00,Securities Report,株式会社多摩川ホールディングス,,6838.T,2025-10-31,Japan GAAP,5587974000.0,278901000.0,268648000,,,,-25732000.0,-472262000.0,76459000.0,0.053,0.484
S100XHZH,2026-01-28 16:28:00,Securities Report,株式会社モルフォ,,3653.T,2025-10-31,Japan GAAP,3359633000.0,45847000.0,-77574000,,,,14059000.0,-413322000.0,-9221000.0,,0.873
S100XHWU,2026-01-28 17:12:00,Securities Report,株式会社ＧＡ　ｔｅｃｈｎｏｌｏｇｉｅｓ,,3491.T,2025-10-31,IFRS,178244000000.0,7095000000.0,3890000000,,,,15935000000.0,-3637000000.0,-1351000000.0,0.121,0.475
S100XHNL,2026-01-28 17:14:00,Securities Report,株式会社ケア21,,2373.T,2025-10-31,Japan GAAP,48158162000.0,784942000.0,384174000,,,,2171448000.0,139258000.0,-1197219000.0,0.084,0.143
S100X2MA,2026-01-29 09:00:00,Securities Report,楽天投信投資顧問株式会社,,,2025-10-31,Japan GAAP,,134503943.0,134503943,,,,,,,,
S100X70E,2026-01-29 09:01:00,Securities Report,野村アセットマネジメント株式会社,Nomura Asset Management Co.,,2025-10-30,Japan GAAP,,832572256.0,832572256,,,,,,,,
S100XGWS,2026-01-29 09:02:00,Securities Report,アセットマネジメントＯｎｅ株式会社,,,2025-10-29,Japan GAAP,,1684303412.0,1684303412,,,,,,,,
S100XAKE,2026-01-29 09:03:00,Securities Report,野村アセットマネジメント株式会社,Nomura Asset Management Co.,,2025-10-30,Japan GAAP,,9890470662.0,9890470662,,,,,,,,
S100X7S6,2026-01-29 09:04:00,Securities Report,野村アセットマネジメント株式会社,Nomura Asset Management Co.,,2025-11-14,Japan GAAP,,66930.0,66930,,,,,,,,
S100X72U,2026-01-29 09:04:00,Securities Report,野村アセットマネジメント株式会社,Nomura Asset Management Co.,,2025-11-14,Japan GAAP,,142975221.0,142975221,,,,,,,,
S100XBCR,2026-01-29 09:05:00,Securities Report,野村アセットマネジメント株式会社,Nomura Asset Management Co.,,2025-11-14,Japan GAAP,,13399627.0,13399627,,,,,,,,
S100XCOZ,2026-01-29 09:07:00,Securities Report,三菱ＵＦＪアセットマネジメント株式会社,Mitsubishi UFJ Asset Management Co.,,2025-10-30,Japan GAAP,,3078747010.0,3078747010,,,,,,,,
S100X7RT,2026-01-29 09:09:00,Securities Report,野村アセットマネジメント株式会社,Nomura Asset Management Co.,,2025-10-30,Japan GAAP,,121075334.0,121075334,,,,,,,,
S100XHYS,2026-01-29 10:02:00,Securities Report,ＮＴＴ都市開発リート投資法人,NTT Urban Development REIT Investment Corporation,8956.T,2025-10-31,Japan GAAP,,4562919000.0,3883607000,,,,,,,,
S100XI3C,2026-01-29 11:33:00,Securities Report,株式会社REVOLUTION,,8894.T,2025-10-31,Japan GAAP,34570459000.0,-4150834000.0,-17232188000,,,,197658000.0,-8747686000.0,8015008000.0,-1.765,0.025
S100XI2U,2026-01-29 11:44:00,Securities Report,株式会社ウイルコホールディングス,,7831.T,2025-10-31,Japan GAAP,8478000000.0,-623000000.0,-948000000,,,,-669000000.0,-86000000.0,-652000000.0,-0.380,0.179
S100XHHL,2026-01-29 11:47:00,Securities Report,三菱ＵＦＪ信託銀行株式会社,,,2025-10-31,Japan GAAP,,,29614000,,,,,,,,
S100XHQH,2026-01-29 11:49:00,Securities Report,三菱ＵＦＪ信託銀行株式会社,,,2025-10-31,Japan GAAP,,,9056000,,,,,,,,
S100XHWR,2026-01-29 13:02:00,Securities Report,投資法人みらい,,3476.T,2025-10-31,Japan GAAP,,2928846000.0,2474198000,,,,,,,,
S100XI5B,2026-01-29 13:52:00,Securities Report,株式会社ＦＵＮＤＩＮＮＯ,,462A.T,2025-10-31,Japan GAAP,,213722000.0,395689000,,,,402075000.0,-31559000.0,175230000.0,0.087,0.892
S100XI4U,2026-01-29 14:07:00,Securities Report,株式会社三好ゴルフ倶楽部,Miyoshi Golf Club Co.,,2025-10-31,Japan GAAP,312902000.0,91326000.0,55966000,,,,139750000.0,-241208000.0,,0.026,0.440
S100XHU3,2026-01-29 15:23:00,Securities Report,株式会社ジェネレーションパス,,3195.T,2025-10-31,Japan GAAP,16552295000.0,114378000.0,161415000,,,,-625829000.0,-72965000.0,297313000.0,0.089,0.406
S100XHNZ,2026-01-29 15:30:00,Securities Report,ＫＤＸ不動産投資法人,Kenedix Office Investment Corporation,8972.T,2025-10-31,Japan GAAP,,19753590000.0,16976362000,,,,,,,,
S100XHVP,2026-01-29 15:30:00,Securities Report,トーセイ・リート投資法人,,3451.T,2025-10-31,Japan GAAP,,1796575000.0,1458946000,,,,,,,,
S100XI4H,2026-01-29 15:31:00,Securities Report,株式会社トップカルチャー,,7640.T,2025-10-31,Japan GAAP,17333260000.0,-391037000.0,-731179000,,,,898869000.0,90720000.0,-773753000.0,,0.049
S100XHTP,2026-01-29 15:42:00,Securities Report,株式会社オハラ,,5218.T,2025-10-31,Japan GAAP,28895673000.0,1794267000.0,1730799000,,,,1049258000.0,-854024000.0,-942835000.0,0.034,0.776
S100XHSJ,2026-01-29 16:00:00,Securities Report,株式会社ＳＭＢＣ信託銀行,,,2025-10-31,Japan GAAP,,,28152000,,,,,,,,
S100XHUT,2026-01-29 16:02:00,Securities Report,三菱ＵＦＪ信託銀行株式会社,,,2025-10-31,Japan GAAP,,,2764000,,,,,,,,
S100XHWN,2026-01-29 16:05:00,Securities Report,フィットイージー株式会社,,212A.T,2025-10-31,Japan GAAP,9731508000.0,2311797000.0,1528819000,,,,1354668000.0,-1671151000.0,1089932000.0,0.345,0.584
S100XHYM,2026-01-29 16:12:00,Securities Report,アートグリーン株式会社,,3419.T,2025-10-31,Japan GAAP,2513960000.0,14968000.0,3394000,,,,-32260000.0,-48262000.0,53758000.0,0.006,0.3705
S100XHQT,2026-01-29 16:51:00,Securities Report,株式会社ＣＡＩＣＡ ＤＩＧＩＴＡＬ,,2315.T,2025-10-31,Japan GAAP,5195531000.0,70949000.0,166794000,,,,51921000.0,24511000.0,-170956000.0,0.063,0.842
S100XAKA,2026-01-30 09:00:00,Securities Report,野村アセットマネジメント株式会社,Nomura Asset Management Co.,,2025-11-14,Japan GAAP,,-27534964.0,-27534964,,,,,,,,
S100XAKC,2026-01-30 09:01:00,Securities Report,野村アセットマネジメント株式会社,Nomura Asset Management Co.,,2025-11-14,Japan GAAP,,272898031.0,272898031,,,,,,,,
S100X93L,2026-01-30 09:01:00,Securities Report,野村アセットマネジメント株式会社,Nomura Asset Management Co.,,2025-11-13,Japan GAAP,,23299673.0,23299673,,,,,,,,
S100X70L,2026-01-30 09:01:00,Securities Report,野村アセットマネジメント株式会社,Nomura Asset Management Co.,,2025-11-07,Japan GAAP,,6895717052.0,6895717052,,,,,,,,
S100XAKP,2026-01-30 09:01:00,Securities Report,野村アセットマネジメント株式会社,Nomura Asset Management Co.,,2025-11-13,Japan GAAP,,334142044.0,334142044,,,,,,,,
S100X7WE,2026-01-30 09:03:00,Securities Report,野村アセットマネジメント株式会社,Nomura Asset Management Co.,,2025-11-14,Japan GAAP,,6168965082.0,6168965082,,,,,,,,
S100XH4N,2026-01-30 09:03:00,Securities Report,アセットマネジメントＯｎｅ株式会社,,,2025-10-30,Japan GAAP,,558867810.0,558867810,,,,,,,,
S100XFB6,2026-01-30 09:05:00,Securities Report,ＳＯＭＰＯアセットマネジメント株式会社,SOMPO Asset Management Co.,,2025-10-31,Japan GAAP,,455366946.0,455366946,,,,,,,,
S100X7RP,2026-01-30 09:05:00,Securities Report,野村アセットマネジメント株式会社,Nomura Asset Management Co.,,2025-11-13,Japan GAAP,,35952484.0,35952484,,,,,,,,
S100XGV8,2026-01-30 09:07:00,Securities Report,ブラックロック・ジャパン株式会社,,,2025-11-04,Japan GAAP,,229166365.0,229166365,,,,,,,,
S100XGGZ,2026-01-30 09:08:00,Securities Report,ＳＯＭＰＯアセットマネジメント株式会社,SOMPO Asset Management Co.,,2025-10-31,Japan GAAP,,199693341.0,199693341,,,,,,,,
S100XGV5,2026-01-30 09:10:00,Securities Report,ブラックロック・ジャパン株式会社,,,2025-11-04,Japan GAAP,,9086755.0,9086755,,,,,,,,
S100XGV1,2026-01-30 09:13:00,Securities Report,ブラックロック・ジャパン株式会社,,,2025-11-04,Japan GAAP,,172754311.0,172754311,,,,,,,,
S100XGUY,2026-01-30 09:16:00,Securities Report,ブラックロック・ジャパン株式会社,,,2025-11-04,Japan GAAP,,18882179598.0,18882179598,,,,,,,,
S100XGVA,2026-01-30 09:19:00,Securities Report,ブラックロック・ジャパン株式会社,,,2025-11-04,Japan GAAP,,352784449.0,352784449,,,,,,,,
S100XC6Y,2026-01-30 09:21:00,Securities Report,三菱ＵＦＪアセットマネジメント株式会社,Mitsubishi UFJ Asset Management Co.,,2025-10-31,Japan GAAP,,1245026200.0,1245026200,,,,,,,,
S100XI7Z,2026-01-30 10:01:00,Securities Report,三菱ＵＦＪ信託銀行株式会社,,,2025-10-31,Japan GAAP,,,50372000,,,,,,,,
S100XI8I,2026-01-30 10:03:00,Securities Report,三菱ＵＦＪ信託銀行株式会社,,,2025-10-31,Japan GAAP,,,28933000,,,,,,,,
S100XI15,2026-01-30 10:44:00,Securities Report,新生信託銀行株式会社,,,2025-10-31,Japan GAAP,,,16614000,,,,,,,,
S100XI2I,2026-01-30 10:45:00,Securities Report,みずほ信託銀行株式会社,,,2025-10-31,Japan GAAP,,,114371000,,,,,,,,
S100XHX1,2026-01-30 13:11:00,Securities Report,株式会社イトクロ,,6049.T,2025-10-31,Japan GAAP,3669622000.0,260524000.0,169691000,,,,799436000.0,-1323350000.0,-2863000.0,0.019,0.919
S100XIHR,2026-01-30 14:39:00,Securities Report,株式会社クシム,,2345.T,2025-10-31,Japan GAAP,26550000.0,-489665000.0,-1366529000,,,,-645410000.0,-251837000.0,199949000.0,-1.504,0.787
S100XII9,2026-01-30 15:13:00,Securities Report,株式会社キャストリコ,,6695.T,2025-10-31,Japan GAAP,3609243000.0,122654000.0,79591000,,,,487534000.0,-13019000.0,-38312000.0,0.055,0.620
S100XI0H,2026-01-30 15:27:00,Securities Report,三菱ＵＦＪ信託銀行株式会社,,,2025-10-31,Japan GAAP,,,149822000,,,,,,,,
S100XI0B,2026-01-30 15:28:00,Securities Report,三菱ＵＦＪ信託銀行株式会社,,,2025-10-31,Japan GAAP,,,27884000,,,,,,,,
S100XI0D,2026-01-30 15:29:00,Securities Report,三菱ＵＦＪ信託銀行株式会社,,,2025-10-31,Japan GAAP,,,146357000,,,,,,,,
S100XI0J,2026-01-30 15:30:00,Securities Report,三菱ＵＦＪ信託銀行株式会社,,,2025-10-31,Japan GAAP,,,36191000,,,,,,,,
S100XI7V,2026-01-30 15:30:00,Securities Report,クラシコ株式会社,,442A.T,2025-10-31,Japan GAAP,3631916000.0,164981000.0,169892000,,,,-137121000.0,-17646000.0,340054000.0,0.171,0.588
S100XI0W,2026-01-30 15:30:00,Securities Report,株式会社タイミー,,215A.T,2025-10-31,Japan GAAP,34289287000.0,6747465000.0,5310231000,,,,2674709000.0,-1280130000.0,581648000.0,0.366,0.432
S100XIBW,2026-01-30 16:00:00,Securities Report,ReYuu Japan株式会社,,9425.T,2025-10-31,Japan GAAP,6259161000.0,-163843000.0,-225658000,,,,-128749000.0,-93738000.0,478120000.0,-0.205,0.588
S100XIJD,2026-01-30 16:29:00,Securities Report,株式会社笑美面,,9237.T,2025-10-31,Japan GAAP,1872987000.0,114647000.0,89670000,,,,76765000.0,-201680000.0,13955000.0,0.110,0.590
